"Fecha","Cierre","Apertura","Máximo","Mínimo","Vol.","% var."
"11.12.2023","65.950","66.390","66.390","65.310","19.51M","-0.24%"
"08.12.2023","66.110","65.630","66.750","65.550","12.89M","0.09%"
"07.12.2023","66.050","65.940","66.430","65.530","10.67M","-0.63%"
"06.12.2023","66.470","66.860","67.080","65.360","18.47M","-0.70%"
"05.12.2023","66.940","66.380","67.090","65.110","20.04M","1.16%"
"04.12.2023","66.170","67.000","67.640","65.900","9.26M","-1.59%"
"01.12.2023","67.240","67.980","68.680","66.890","10.34M","-1.25%"
"30.11.2023","68.090","66.510","68.390","65.810","33.13M","1.67%"
"29.11.2023","66.970","67.200","67.520","66.330","9.99M","-0.07%"
"28.11.2023","67.020","66.650","68.440","66.610","13.31M","0.80%"
"27.11.2023","66.490","68.870","68.870","66.220","17.13M","-4.11%"
"24.11.2023","69.340","69.620","70.010","68.520","6.18M","-0.79%"
"23.11.2023","69.890","69.600","70.000","69.520","3.56M","0.26%"
"22.11.2023","69.710","67.960","70.020","67.710","9.90M","2.54%"
"21.11.2023","67.980","68.500","68.610","66.880","15.07M","-0.28%"
"17.11.2023","68.170","68.200","68.800","67.480","8.86M","0.18%"
"16.11.2023","68.050","68.830","68.860","67.230","16.56M","-1.39%"
"15.11.2023","69.010","69.600","70.660","68.150","20.16M","-0.79%"
"14.11.2023","69.560","66.400","69.790","66.350","15.55M","5.31%"
"13.11.2023","66.050","66.560","66.820","65.910","12.28M","-1.37%"
"10.11.2023","66.970","64.410","67.330","64.390","12.90M","3.81%"
"09.11.2023","64.510","65.400","65.410","64.400","25.85M","-1.59%"
"08.11.2023","65.550","66.070","66.980","65.410","10.88M","-0.97%"
"07.11.2023","66.190","66.860","66.860","65.180","17.70M","-1.00%"
"06.11.2023","66.860","66.800","67.890","66.210","17.87M","-0.13%"
"03.11.2023","66.950","65.600","68.070","64.910","16.05M","2.68%"
"01.11.2023","65.200","64.210","65.470","63.990","7.51M","1.04%"
"31.10.2023","64.530","65.080","65.600","63.920","33.68M","-0.46%"
"30.10.2023","64.830","65.870","66.440","64.650","15.99M","-2.08%"
"27.10.2023","66.210","64.000","67.050","63.410","23.29M","3.21%"
"26.10.2023","64.150","60.880","64.930","60.880","24.28M","5.72%"
"25.10.2023","60.680","60.180","61.160","60.110","15.89M","1.10%"
"24.10.2023","60.020","60.380","60.940","59.760","16.94M","-0.38%"
"23.10.2023","60.250","59.590","60.500","59.450","12.57M","1.24%"
"20.10.2023","59.510","60.150","60.260","59.280","14.23M","-1.06%"
"19.10.2023","60.150","60.400","60.740","60.050","11.35M","-0.38%"
"18.10.2023","60.380","59.810","60.800","59.810","20.98M","0.65%"
"17.10.2023","59.990","60.610","61.000","59.900","12.96M","-1.58%"
"16.10.2023","60.950","60.100","61.240","59.920","12.59M","1.77%"
"13.10.2023","59.890","61.790","61.840","59.680","20.07M","-2.65%"
"12.10.2023","61.520","61.810","62.510","61.310","16.76M","-0.50%"
"11.10.2023","61.830","62.520","62.590","61.350","37.86M","-1.43%"
"10.10.2023","62.730","60.710","63.340","60.610","21.56M","3.34%"
"09.10.2023","60.700","63.490","63.490","60.410","21.42M","-5.20%"
"06.10.2023","64.030","64.950","65.000","63.340","12.46M","-1.37%"
"05.10.2023","64.920","65.420","65.470","64.160","15.27M","-1.17%"
"04.10.2023","65.690","64.670","65.840","64.610","15.17M","1.25%"
"03.10.2023","64.880","65.820","66.020","64.510","14.22M","-1.20%"
"02.10.2023","65.670","65.880","66.190","64.380","9.70M","0.11%"
"29.09.2023","65.600","66.340","66.610","65.250","20.26M","-0.76%"
"28.09.2023","66.100","65.810","66.540","65.610","15.72M","0.11%"
"27.09.2023","66.030","66.390","67.090","65.080","13.81M","0.06%"
"26.09.2023","65.990","66.500","66.530","65.710","14.48M","-0.66%"
"25.09.2023","66.430","66.770","66.980","66.210","25.44M","-0.51%"
"22.09.2023","66.770","66.220","66.910","65.910","17.28M","0.27%"
"21.09.2023","66.590","65.610","66.780","64.730","24.06M","1.23%"
"20.09.2023","65.780","65.690","66.250","65.020","23.25M","-0.06%"
"19.09.2023","65.820","64.810","66.080","64.610","17.08M","1.59%"
"18.09.2023","64.790","63.220","64.980","61.790","17.16M","2.60%"
"15.09.2023","63.150","64.400","64.840","62.610","78.65M","-1.83%"
"14.09.2023","64.330","65.030","65.160","63.900","22.16M","-0.80%"
"13.09.2023","64.850","65.700","65.700","64.620","20.57M","-1.16%"
"12.09.2023","65.610","66.120","66.560","65.420","16.59M","-1.10%"
"11.09.2023","66.340","66.900","67.020","66.110","7.40M","-0.76%"
"08.09.2023","66.850","66.930","67.190","66.610","11.40M","0.06%"
"07.09.2023","66.810","67.690","67.690","66.660","10.23M","-0.85%"
"06.09.2023","67.380","67.120","67.590","66.970","14.58M","0.00%"
"05.09.2023","67.380","67.590","67.640","67.040","14.32M","0.22%"
"04.09.2023","67.230","67.480","67.640","67.070","1.26M","-0.04%"
"01.09.2023","67.260","67.440","68.040","66.860","5.61M","0.13%"
"31.08.2023","67.170","68.810","68.810","67.060","35.87M","-2.51%"
"30.08.2023","68.900","69.110","69.670","68.790","7.74M","-0.22%"
"29.08.2023","69.050","68.260","69.690","68.060","12.38M","0.82%"
"28.08.2023","68.490","68.040","68.790","67.910","8.10M","0.97%"
"25.08.2023","67.830","67.800","68.390","67.420","12.09M","-0.19%"
"24.08.2023","67.960","68.700","68.810","67.210","9.11M","-1.12%"
"23.08.2023","68.730","67.810","68.810","67.810","10.15M","1.00%"
